year,ASON_avg,siteID,ASON_max
1980,55.580445,EF_chulitna,109.677792
1981,72.34937956,EF_chulitna,158.8344031
1982,77.19127095,EF_chulitna,128.1463415
1983,70.48630743,EF_chulitna,166.5404365
1984,53.13714175,EF_chulitna,128.4762516
1985,77.04471545,EF_chulitna,162.2439024
1986,81.06696601,EF_chulitna,157.5301669
1987,68.43025256,EF_chulitna,79.45186136
1988,56.56824987,EF_chulitna,84.12323492
1989,77.78155726,EF_chulitna,123.6161746
1990,87.90222502,EF_chulitna,130.9358152
1991,49.71095416,EF_chulitna,74.90757381
1992,95.40885764,EF_chulitna,129.279846
1993,126.7796318,EF_chulitna,191.2785623
1994,79.93795463,EF_chulitna,109.6829268
1995,41.37312789,EF_chulitna,84.62772786
1996,66.63735561,EF_chulitna,123.8896021
1997,60.94886599,EF_chulitna,134.703466
1998,45.56718013,EF_chulitna,132.6713736
1999,50.07980322,EF_chulitna,108.7984596
2000,97.6345744,EF_chulitna,131.071887
2001,60.5374411,EF_chulitna,76.17971759
2002,78.02866922,EF_chulitna,138.6341463
2003,74.62986764,EF_chulitna,95.84595635
2004,100.7809159,EF_chulitna,131.1578947
2005,67.51647424,EF_chulitna,139.0320924
2006,57.63949517,EF_chulitna,176.8806162
2007,71.20774514,EF_chulitna,122.7766367
2008,55.06161751,EF_chulitna,86.1720154
2009,53.42190838,EF_chulitna,113.6097561
1980,57.53158507,alexander,73.76993007
1981,78.33076953,alexander,129.1440559
1982,75.94627013,alexander,176.0293706
1983,63.29510497,alexander,97.4993007
1984,46.08508155,alexander,123.2111888
1985,66.21317017,alexander,173.241958
1986,104.2615382,alexander,127.0181818
1987,76.6036132,alexander,127.7391608
1988,60.68333331,alexander,96.2979021
1989,95.024592,alexander,143.265035
1990,79.17249432,alexander,135.6174825
1991,52.10011659,alexander,91.18321678
1992,93.9476689,alexander,120.9146853
1993,128.4213284,alexander,209.5713287
1994,69.58310036,alexander,84.18741259
1995,40.34195826,alexander,107.2300699
1996,56.42400937,alexander,91.32307692
1997,75.22319346,alexander,110.8342657
1998,43.53682981,alexander,87.05034965
1999,64.43939396,alexander,98.33846154
2000,86.31212145,alexander,111.8958042
2001,57.05582762,alexander,61.13916084
2002,78.18193446,alexander,137.3874126
2003,66.3089744,alexander,78.94475525
2004,107.1547784,alexander,149.2153846
2005,76.33717949,alexander,195.227972
2006,62.12027964,alexander,165.413986
2007,83.70571089,alexander,147.5405594
2008,59.86328679,alexander,96.19090909
2009,56.83578097,alexander,68.09020979
1980,94.54268707,anchor,97.4877551
1981,112.0608845,anchor,140.1214286
1982,72.93673471,anchor,196.5040816
1983,98.14982977,anchor,127.8765306
1984,61.18809522,anchor,139.2826531
1985,51.65221084,anchor,122.6510204
1986,104.3743197,anchor,156.2112245
1987,100.5988096,anchor,189.1622449
1988,63.23435379,anchor,88.88367347
1989,78.820578,anchor,158.5540816
1990,94.74966027,anchor,159.8020408
1991,65.06496608,anchor,126.7846939
1992,95.15391161,anchor,142.2846939
1993,99.64659886,anchor,160.4959184
1994,81.86989794,anchor,122.0683674
1995,53.23486387,anchor,151.9489796
1996,42.49574828,anchor,118.0204082
1997,133.2482991,anchor,176.5071429
1998,80.97653063,anchor,119.6795918
1999,90.98469403,anchor,153.0132653
2000,108.0195578,anchor,153.8214286
2001,72.86564636,anchor,85.83367347
2002,91.11921771,anchor,161.0591837
2003,63.46581636,anchor,88.23469388
2004,90.09591821,anchor,178.9459184
2005,72.46241494,anchor,196.0071429
2006,49.8382653,anchor,110.8
2007,113.7071426,anchor,149.7877551
2008,68.18146254,anchor,137.0479592
2009,85.08724487,anchor,105.0061225
1980,62.91344102,campbell,97.07096774
1981,104.09785,campbell,159.3
1982,92.3446239,campbell,156.2193548
1983,60.04892471,campbell,102.7193548
1984,43.77043005,campbell,98.13870968
1985,52.69731205,campbell,114.5483871
1986,88.7198924,campbell,105.9967742
1987,61.95537643,campbell,81.37419355
1988,69.50376357,campbell,111.6387097
1989,89.07795678,campbell,134.9870968
1990,68.89354865,campbell,119.6032258
1991,86.76612901,campbell,112.8935484
1992,73.55913978,campbell,86.51935484
1993,107.5844085,campbell,148.3032258
1994,62.82150531,campbell,78.20967742
1995,37.3575269,campbell,101.0290323
1996,70.34677437,campbell,79.21290323
1997,67.61182789,campbell,110.0967742
1998,41.17849469,campbell,102.1193548
1999,70.87741949,campbell,121.1580645
2000,67.08494622,campbell,95.57096774
2001,50.65967723,campbell,58.54516129
2002,74.39193547,campbell,125.183871
2003,63.40860208,campbell,77.69354839
2004,98.6505376,campbell,134.7516129
2005,72.60215067,campbell,137.1774194
2006,61.16290324,campbell,159.8387097
2007,79.08817181,campbell,147.6387097
2008,62.50645169,campbell,112.2580645
2009,65.0408605,campbell,92.3
1980,98.89424052,chuitna,115.5428135
1981,126.6416923,chuitna,171.5474006
1982,110.8679919,chuitna,273.5351682
1983,106.0930173,chuitna,128.117737
1984,72.64882763,chuitna,171.3761468
1985,99.30453615,chuitna,263.3012232
1986,154.4095308,chuitna,216.4831804
1987,127.5502037,chuitna,231.6605505
1988,88.16386312,chuitna,137.0214067
1989,137.2148319,chuitna,232.2033639
1990,125.680428,chuitna,225.2828746
1991,82.06727817,chuitna,153.0550459
1992,142.8562692,chuitna,192.2538226
1993,181.0257389,chuitna,328.4831804
1994,105.3606015,chuitna,125.8394495
1995,67.56090729,chuitna,179.8975535
1996,78.6562183,chuitna,138.9189603
1997,129.3919469,chuitna,160.2431193
1998,79.24745149,chuitna,123.3180428
1999,110.6103463,chuitna,175.2660551
2000,136.5196229,chuitna,173.380734
2001,91.66309902,chuitna,98.0030581
2002,123.1371049,chuitna,230.3623853
2003,96.85117199,chuitna,114.0718654
2004,151.8246683,chuitna,244.8134557
2005,115.2283384,chuitna,307.2262997
2006,90.72935762,chuitna,211.3195719
2007,146.5779819,chuitna,229.3012232
2008,91.42838957,chuitna,163.9067278
2009,96.65341427,chuitna,114.6819572
1980,72.75378795,crooked,88.65909091
1981,89.17361148,crooked,123.4356061
1982,66.88699524,crooked,186.3143939
1983,72.75126249,crooked,76.35606061
1984,54.65404074,crooked,125.9318182
1985,49.16603544,crooked,126.25
1986,89.16982304,crooked,141.8257576
1987,77.92613641,crooked,164.0151515
1988,56.01957086,crooked,101.0606061
1989,73.07007582,crooked,149.4280303
1990,75.81881314,crooked,147.9962121
1991,57.41856049,crooked,117.5227273
1992,77.25631318,crooked,101.7007576
1993,91.76515152,crooked,162.7272727
1994,65.0656565,crooked,105.1287879
1995,47.59154042,crooked,138.0454546
1996,43.51515139,crooked,105.1325758
1997,98.0984847,crooked,147.1212121
1998,57.71085863,crooked,91.42424242
1999,73.5334594,crooked,136.6401515
2000,81.24494992,crooked,106.530303
2001,55.55681836,crooked,60.08712121
2002,77.4507575,crooked,150.9431818
2003,56.22474746,crooked,81.97348485
2004,79.91287859,crooked,166.3863636
2005,64.40972195,crooked,184.1666667
2006,48.61868695,crooked,133.5113636
2007,89.40909085,crooked,133.1931818
2008,58.12563138,crooked,125.1818182
2009,65.47790432,crooked,77.26893939
1980,90.85190984,deep,97.13958333
1981,111.1645834,deep,135.753125
1982,76.07743049,deep,197.434375
1983,93.1038197,deep,116.0291667
1984,60.35190977,deep,135.190625
1985,52.71579872,deep,127.4333333
1986,104.1935762,deep,153.3479167
1987,96.47291653,deep,182.2375
1988,64.37899302,deep,92.81875
1989,80.91197941,deep,159.89375
1990,93.18871536,deep,159.0135417
1991,67.22673602,deep,127.23125
1992,96.40486119,deep,141.359375
1993,104.3404509,deep,165.996875
1994,81.33402776,deep,117.965625
1995,51.9097222,deep,150.5458333
1996,46.01041667,deep,115.3604167
1997,127.3052085,deep,167.3677083
1998,74.34097208,deep,107.00625
1999,88.44496528,deep,150.5552083
2000,105.5567708,deep,150.3697917
2001,70.81111109,deep,84.86770833
2002,89.21597212,deep,161.35
2003,64.48055548,deep,88.43541667
2004,94.57465272,deep,178.6479167
2005,73.85937481,deep,196.075
2006,51.04565975,deep,118.478125
2007,113.2901039,deep,148.115625
2008,68.76545142,deep,136.5010417
2009,83.04461803,deep,101.6114583
1980,53.86750753,deshka,72.3945946
1981,80.3107507,deshka,142.350991
1982,86.12318331,deshka,174.2028829
1983,60.06966963,deshka,110.4147748
1984,45.63939946,deshka,127.2854054
1985,71.0292492,deshka,174.781982
1986,112.2382584,deshka,116.3906306
1987,76.24384381,deshka,108.1127928
1988,65.99669666,deshka,99.87783784
1989,106.814174,deshka,158.5704505
1990,84.31111107,deshka,128.218018
1991,55.37153162,deshka,84.94450451
1992,103.2037838,deshka,132.2684685
1993,142.9506906,deshka,210.4918919
1994,78.06648649,deshka,102.2504505
1995,37.42996995,deshka,97.67711712
1996,66.53994,deshka,104.6825225
1997,71.18852854,deshka,129.8630631
1998,44.8663664,deshka,104.1034234
1999,59.96654663,deshka,105.2183784
2000,92.34180197,deshka,125.0763964
2001,60.529009,deshka,68.13153153
2002,79.48354352,deshka,123.3063063
2003,70.83741737,deshka,85.59135135
2004,115.9700903,deshka,141.4100901
2005,83.68174166,deshka,194.532973
2006,66.32036038,deshka,187.4468469
2007,77.01057054,deshka,149.7207207
2008,64.16054059,deshka,88.51027027
2009,56.24336335,deshka,75.78522523
1980,131.898459,kenai_early,150.7443336
1981,168.392717,kenai_early,192.8259293
1982,128.9847387,kenai_early,289.3807797
1983,120.5093684,kenai_early,123.0099728
1984,87.0439709,kenai_early,187.9528559
1985,75.53339389,kenai_early,183.1840435
1986,154.1681779,kenai_early,200.2511333
1987,137.3170141,kenai_early,235.2574796
1988,103.9824719,kenai_early,139.7923844
1989,136.5407978,kenai_early,256.6690843
1990,126.6976432,kenai_early,227.0661831
1991,120.9218799,kenai_early,192.7669991
1992,137.4678153,kenai_early,174.6808704
1993,158.9253556,kenai_early,249.681777
1994,115.868389,kenai_early,165.1958296
1995,74.8738289,kenai_early,220.4125113
1996,82.62224253,kenai_early,157.8322756
1997,159.427621,kenai_early,227.4152312
1998,93.2231794,kenai_early,119.5394379
1999,131.4285282,kenai_early,219.8540345
2000,137.703989,kenai_early,177.6310064
2001,97.99456038,kenai_early,112.3427017
2002,133.7881536,kenai_early,234.8395286
2003,105.1711997,kenai_early,134.513146
2004,159.3939255,kenai_early,256.4850408
2005,119.3052285,kenai_early,266.9936537
2006,92.43729223,kenai_early,187.8449683
2007,161.6610759,kenai_early,246.6047144
2008,112.2601992,kenai_early,208.8377153
2009,118.3251737,kenai_early,128.0262919
1980,141.6257946,kenai_late,150.2322093
1981,181.4522481,kenai_late,213.2363954
1982,138.518314,kenai_late,284.9033721
1983,124.0820736,kenai_late,123.537093
1984,90.90833328,kenai_late,178.1052326
1985,76.65831402,kenai_late,183.4073256
1986,162.4617636,kenai_late,186.7395349
1987,146.235407,kenai_late,234.4280233
1988,111.9683721,kenai_late,141.5404651
1989,151.318314,kenai_late,270.4801163
1990,134.0291279,kenai_late,222.477093
1991,136.8454457,kenai_late,186.9526744
1992,154.8341474,kenai_late,200.5356977
1993,174.0459691,kenai_late,257.125
1994,125.7027714,kenai_late,167.4477907
1995,76.21637603,kenai_late,222.2205814
1996,87.44903101,kenai_late,154.0786047
1997,164.054535,kenai_late,220.5463954
1998,94.65501937,kenai_late,116.5512791
1999,140.0027713,kenai_late,215.4056977
2000,146.159651,kenai_late,191.4698837
2001,106.0995542,kenai_late,125.5444186
2002,139.9622093,kenai_late,232.2141861
2003,115.4896512,kenai_late,134.7912791
2004,186.5023451,kenai_late,251.6589535
2005,131.9743994,kenai_late,258.6109302
2006,102.3914923,kenai_late,209.9305814
2007,158.7156783,kenai_late,261.9083721
2008,124.5120543,kenai_late,209.4211628
2009,126.9929264,kenai_late,138.5597674
1980,85.27890015,lewis,97.32323232
1981,111.9118967,lewis,165.5589226
1982,105.6694729,lewis,254.9292929
1983,90.65768787,lewis,120.2323232
1984,65.60718283,lewis,161.6026936
1985,88.46801357,lewis,235.6161616
1986,146.1526374,lewis,182.6835017
1987,110.0746354,lewis,188.6767677
1988,84.14870956,lewis,124.8787879
1989,128.5409651,lewis,203.5723906
1990,111.6554431,lewis,194.4444444
1991,73.18406287,lewis,135.016835
1992,134.5914703,lewis,182.0976431
1993,177.3759819,lewis,291.037037
1994,100.5336706,lewis,125.6127946
1995,57.32772152,lewis,160.0538721
1996,75.79685734,lewis,119.7205387
1997,113.0774405,lewis,137.7946128
1998,60.01346821,lewis,102.4208754
1999,90.20314301,lewis,146.959596
2000,125.0959594,lewis,169.0976431
2001,81.2884401,lewis,91.31313131
2002,110.6661058,lewis,200.3164983
2003,93.29461359,lewis,102.6734007
2004,151.8439955,lewis,215.7104377
2005,105.1649835,lewis,272.4074074
2006,80.15656539,lewis,207.4006734
2007,125.0589226,lewis,204.3063973
2008,84.71492753,lewis,142.6026936
2009,82.15432096,lewis,88.48148148
1980,54.85104224,little_susitna,111.9911456
1981,85.40232411,little_susitna,132.9596016
1982,77.2245896,little_susitna,155.3386829
1983,57.23012358,little_susitna,119.4178196
1984,39.04639363,little_susitna,97.86773658
1985,56.21905555,little_susitna,146.0110681
1986,84.08623873,little_susitna,121.2307692
1987,61.5255488,little_susitna,92.56059768
1988,60.61437012,little_susitna,91.46541229
1989,84.23390531,little_susitna,122.5810736
1990,66.98016986,little_susitna,123.4991699
1991,65.14932666,little_susitna,101.0332042
1992,76.02905372,little_susitna,82.72717211
1993,113.284357,little_susitna,177.2125069
1994,61.73602657,little_susitna,75.9518539
1995,33.86487738,little_susitna,95.01494189
1996,61.55838415,little_susitna,82.77808522
1997,62.59952032,little_susitna,113.2191478
1998,38.99566498,little_susitna,97.60819037
1999,59.42095554,little_susitna,109.1256226
2000,69.56954455,little_susitna,85.02545656
2001,47.1767201,little_susitna,52.80077477
2002,70.36727545,little_susitna,123.9778639
2003,60.37428516,little_susitna,75.86884339
2004,90.87585314,little_susitna,139.5827338
2005,67.19839515,little_susitna,148.9612618
2006,56.84089651,little_susitna,161.2108467
2007,72.41071758,little_susitna,145.3514112
2008,55.95775684,little_susitna,103.9623686
2009,55.49963101,little_susitna,86.58771444
1980,61.66595264,little_willow,119.9714286
1981,98.39190495,little_willow,147.4071429
1982,92.66619042,little_willow,175.6171429
1983,66.51619049,little_willow,139.9685714
1984,44.28619036,little_willow,112.4214286
1985,68.97595232,little_willow,176.4142857
1986,102.635238,little_willow,137.0114286
1987,75.93499998,little_willow,104.2514286
1988,71.52404742,little_willow,98.43857143
1989,103.545952,little_willow,145.7428571
1990,83.1964285,little_willow,138.3542857
1991,72.43523821,little_willow,105.5528571
1992,100.7211906,little_willow,122.2757143
1993,145.5966669,little_willow,214.4285714
1994,79.59833342,little_willow,104.5042857
1995,38.17357143,little_willow,104.4642857
1996,74.19880953,little_willow,98.64571429
1997,73.99309527,little_willow,133.0028571
1998,46.64523821,little_willow,111.2657143
1999,65.06357118,little_willow,118.1671429
2000,89.95309526,little_willow,118.7485714
2001,59.24023799,little_willow,70.45
2002,83.61904735,little_willow,135.3671429
2003,74.26595223,little_willow,86.40714286
2004,112.7750001,little_willow,155.4542857
2005,79.7307143,little_willow,165.89
2006,65.23690475,little_willow,187.8257143
2007,84.45952391,little_willow,161.83
2008,67.28714296,little_willow,111.4628571
2009,66.84214281,little_willow,100.0371429
1980,66.97134328,montana,131.0220083
1981,95.17881705,montana,200.7235213
1982,95.63778065,montana,215.9133425
1983,80.17812942,montana,192.0701513
1984,54.07794591,montana,163.0536451
1985,83.3739112,montana,231.4621733
1986,107.350298,montana,165.2118294
1987,79.38468589,montana,130.5337001
1988,77.72466768,montana,128.9270977
1989,114.9082989,montana,208.3370014
1990,88.40508948,montana,168.3314993
1991,66.42411721,montana,113.6327373
1992,101.7689133,montana,113.4924347
1993,156.3759744,montana,282.2338377
1994,78.52453006,montana,98.65749656
1995,45.15474562,montana,123.9394773
1996,75.78771184,montana,144.2420908
1997,77.90852827,montana,191.0701513
1998,58.11233384,montana,151.0082531
1999,70.94108203,montana,149.8253095
2000,88.68615323,montana,101.0151307
2001,59.32691418,montana,73.17193948
2002,96.36244833,montana,166.8899587
2003,80.26593295,montana,120.6850069
2004,111.3427325,montana,188.4704264
2005,87.06694186,montana,219.0495186
2006,84.45942233,montana,266.4910592
2007,84.7943605,montana,194.7620358
2008,70.0848235,montana,123.8211829
2009,65.32874811,montana,131.8129299
1980,77.16608301,ninilchik,85.88616462
1981,93.59603027,ninilchik,114.4518389
1982,65.98978404,ninilchik,180.0367776
1983,78.95008757,ninilchik,91.84763573
1984,54.86835953,ninilchik,120.3992995
1985,49.64915358,ninilchik,123.0017513
1986,91.97168734,ninilchik,140.5323993
1987,82.69819041,ninilchik,165.8283713
1988,56.2320491,ninilchik,95.16112084
1989,72.93140698,ninilchik,144.9211909
1990,80.74226505,ninilchik,144.9492119
1991,56.8091069,ninilchik,113.0227671
1992,84.18885003,ninilchik,119.3660245
1993,94.35113841,ninilchik,158.9947461
1994,69.53765328,ninilchik,104.7005254
1995,47.46001167,ninilchik,134.7618214
1996,41.40542919,ninilchik,103.8021016
1997,107.6030355,ninilchik,146.915937
1998,63.16783421,ninilchik,97.02276708
1999,76.26007013,ninilchik,133.7180385
2000,89.86544081,ninilchik,124.4308231
2001,60.02189153,ninilchik,69.09982487
2002,78.87769979,ninilchik,147.2591944
2003,56.94454178,ninilchik,79.36602452
2004,81.93607682,ninilchik,162.2854641
2005,65.2953884,ninilchik,180.5481611
2006,47.44979575,ninilchik,124.5446585
2007,95.61237573,ninilchik,127.267951
2008,59.25890247,ninilchik,121.3345009
2009,70.22591957,ninilchik,81.19614711
1980,82.46363617,theodore,99.79090909
1981,108.6103031,theodore,168.1545455
1982,102.93,theodore,253.66
1983,89.34545485,theodore,124.9181818
1984,64.54333323,theodore,163.72
1985,89.49393949,theodore,242.0545455
1986,141.3121213,theodore,186.5527273
1987,107.8272731,theodore,192.5545455
1988,82.02363663,theodore,127.9072727
1989,127.017879,theodore,206.9418182
1990,109.1106061,theodore,197.7018182
1991,71.96151537,theodore,134.8490909
1992,127.6612118,theodore,166.4563636
1993,171.2742421,theodore,297.6381818
1994,94.82272734,theodore,112.3781818
1995,57.69757595,theodore,159.2672727
1996,74.53484822,theodore,119.9545455
1997,107.879394,theodore,140.4381818
1998,60.84757589,theodore,108.8690909
1999,91.41666643,theodore,148.0309091
2000,118.9133331,theodore,153.0872727
2001,78.55212157,theodore,83.7
2002,109.0521214,theodore,202.7563636
2003,90.23454576,theodore,103.6672727
2004,144.7336368,theodore,217.7018182
2005,103.9951515,theodore,277.8981818
2006,82.37636369,theodore,211.9363636
2007,120.81303,theodore,208.98
2008,82.35636344,theodore,142.8854546
2009,80.01030307,theodore,91.88181818
1980,70.13022704,willow,150.047491
1981,115.03181,willow,161.9148746
1982,102.6052867,willow,188.953405
1983,74.42562723,willow,163.4130824
1984,47.72550771,willow,118.8870968
1985,74.86663672,willow,190.3987455
1986,112.475657,willow,156.3270609
1987,85.12156504,willow,114.9130824
1988,79.84109912,willow,109.5913979
1989,113.5928915,willow,156.9749104
1990,92.59259274,willow,153.1317204
1991,85.31586038,willow,121.202509
1992,109.1738353,willow,131.9650538
1993,160.7414876,willow,228.7750896
1994,88.96923562,willow,117.9578853
1995,41.93936674,willow,114.6666667
1996,84.19444449,willow,106.7007169
1997,83.2976405,willow,146.1594982
1998,52.31197732,willow,125.2992832
1999,74.66606935,willow,134.7464158
2000,100.0225509,willow,132.9507169
2001,66.10722813,willow,80.71863799
2002,91.91203712,willow,150.9596774
2003,82.13127245,willow,95.53315412
2004,125.9964159,willow,172.9112903
2005,88.6164877,willow,176.7392473
2006,71.2949522,willow,205.9238351
2007,96.64486315,willow,179.9274194
2008,75.59617669,willow,127.3548387
2009,76.61663682,willow,113.5286738
