"","Site","Year","maxWkJA","meanWkJA","maxWkJJA","meanWkJJA","wksGT15","wksGT18","cumDD","wksGT16","wksGT21","wksGT13","wksGT10","ASON_avg","ASON_max","MJJA_avg","MJJA_max","RB_ASON","MDIS_MJJA","RB_MJ","Population"
"117","Crooked",2003,13.746651680498,12.3491981980479,13.746651680498,11.5834882541866,0,0,1585.11809785463,0,0,4,9,64.85835927,65.666849149,41.514333543,65.666849149,0.09410072,367,0.05932478,"Crooked"
"118","Crooked",2004,14.3755057476006,13.0663124850946,14.3755057476006,12.3281838599659,0,0,1643.50223334773,0,0,6,9,78.022626646,147.25256231,22.401293117,29.980122913,0.1192353,267,0.07007145,"Crooked"
"119","Crooked",2005,13.349480690749,12.1101601023656,13.349480690749,11.2265071860193,0,0,1635.62500871771,0,0,2,10,66.3486488,138.05019665,28.867572797,49.61834311,0.1168613,736,0.03758927,"Crooked"
"120","Crooked",2006,13.2170903608327,11.6835690393019,13.2170903608327,11.40617977662,0,0,1632.14976255741,0,0,1,9,65.033832331,120.62827743,50.601431051,120.62827743,0.2209911,385,0.07401093,"Crooked"
"121","Crooked",2007,12.952309701,12.3639082347052,12.952309701,11.6756886625211,0,0,1622.65075638591,0,0,0,10,76.600208453,107.61474434,27.839911941,38.709875897,0.1068899,307,0.04515138,"Crooked"
"122","Crooked",2008,12.522041128772,11.4408534344553,12.522041128772,10.6307507013958,0,0,1498.70031000175,0,0,0,11,56.060758141,89.237976026,34.367870076,59.012703598,0.06689799,523,0.03411471,"Crooked"
"123","Crooked",2009,13.0185048659582,12.1138376115299,13.0185048659582,11.3683539680725,0,0,1626.82105177828,0,0,1,11,54.412635317,57.899431824,30.120765601,54.412606962,0.08764106,536,0.04194698,"Crooked"
"124","Crooked",2010,13.4818710206653,12.2793255239253,13.4818710206653,11.9097358529089,0,0,1697.02102421641,0,0,2,12,58.731514171,71.547564999,44.040373905,75.027534874,0.09799372,301,0.1062616,"Crooked"
"125","Deep",1980,13.1313744731848,11.2906357817134,13.1313744731848,10.6489497006026,0,0,1498.07905938092,0,0,1,8,82.502046525,82.0182431,60.350084827,68.951926235,0.1985549,658,0.05356676,"Deep"
"126","Deep",1981,14.3468622504335,12.6161677198653,14.3468622504335,11.5621733216044,0,0,1592.93212407215,0,0,3,10,90.306184936,104.35452983,64.428267335,104.11705899,0.1209975,380,0.07345195,"Deep"
"127","Deep",1982,13.4014828681289,11.5807522059127,13.4014828681289,10.6843210380358,0,0,1438.8352847565,0,0,1,9,81.836008507,152.277503,34.031526505,41.783833728,0.1335746,543,0.04145163,"Deep"
"128","Deep",1983,14.2568261187855,12.7012018441996,14.2568261187855,12.0959589592321,0,0,1633.89856397202,0,0,4,9,89.964737527,131.45905463,35.208251324,67.455831093,0.1000277,497,0.07139947,"Deep"
"129","Deep",1984,14.8870790403219,12.9312941806335,14.8870790403219,12.1216835682744,0,0,1675.18013033265,0,0,6,9,60.083848518,87.735404272,42.752113262,87.735404272,0.1644919,497,0.04350167,"Deep"
"130","Deep",1985,13.446500933953,11.5407361474024,13.446500933953,10.3113142069224,0,0,1373.60410737749,0,0,1,8,65.266622102,107.03358624,49.846768603,71.608502512,0.1490716,641,0.0805827,"Deep"
"131","Deep",1986,13.1313744731848,11.665786330247,13.1313744731848,11.044465564628,0,0,1479.17147173483,0,0,2,9,104.84286537,106.7315758,45.081453691,80.148160687,0.1853568,277,0.06017491,"Deep"
"132","Deep",1987,15.112169369442,12.9913182683989,15.112169369442,11.8483595972,1,0,1572.44890412222,0,0,5,10,91.867078708,116.84732389,32.58545208,36.043543096,0.1128271,398,0.03239102,"Deep"
"133","Deep",1988,14.5269345137296,12.8412580489855,14.5269345137296,11.9673359140206,0,0,1594.50775637599,0,0,4,9,73.145096454,87.814348642,43.562181654,87.814348642,0.08222212,339,0.03507498,"Deep"
"134","Deep",1989,16.5527474758109,13.6415792191904,16.5527474758109,12.3692829303066,1,0,1712.04992624253,1,0,7,11,96.596470642,124.38886808,53.674686526,82.084641132,0.06941555,364,0.04572295,"Deep"
"135","Deep",1990,14.2118080529614,13.0013222830265,14.2118080529614,12.3242648644825,0,0,1705.74739702716,0,0,5,10,88.606667355,157.40651513,43.772524181,65.511693172,0.1907375,409,0.06522832,"Deep"
"136","Deep",1991,13.1763925390088,12.1359750177424,13.1763925390088,11.3402985686145,0,0,1601.75566497366,0,0,2,11,72.718084094,97.76484814,43.690557286,64.642189146,0.05548937,320,0.04706177,"Deep"
"137","Deep",1992,13.8516635263692,12.9012821367508,13.8516635263692,12.3564206257854,0,0,1521.71354393854,0,0,6,9,70.739147695,107.34985219,38.666961817,74.932501903,0.06376169,279,0.04327197,"Deep"
"138","Deep",1993,15.7874403568024,13.8416595117416,15.7874403568024,12.809816860156,3,0,1780.11724176846,0,0,6,11,101.70933134,133.51995633,40.248488671,93.413898401,0.1010461,298,0.06967734,"Deep"
"139","Deep",1994,15.5173319618582,13.0413383415367,15.5173319618582,12.3339115928734,2,0,1677.38601555803,0,0,5,9,72.357722232,100.55208291,32.961518107,37.745607918,0.1317976,345,0.04144294,"Deep"
"140","Deep",1995,14.0317357896653,12.5611456394137,14.0317357896653,11.8965932391543,0,0,1734.42390495707,0,0,3,12,63.904431654,108.86977277,53.210894541,75.830834252,0.08230542,352,0.04564257,"Deep"
"141","Deep",1996,14.3918803162575,12.6361757491205,14.3918803162575,11.7518923132913,0,0,1565.51612198532,0,0,2,10,58.111357358,84.545688843,31.896482397,56.880579524,0.06763054,207,0.06641604,"Deep"
"142","Deep",1997,15.4723138960342,14.1918000237063,15.4723138960342,13.1860392673996,3,0,1839.67614285365,0,0,7,12,81.654539128,100.83921394,41.745969746,81.513916712,0.1654454,282,0.07003133,"Deep"
"143","Deep",1998,14.0767538554893,11.7758304911501,14.0767538554893,11.2084599472727,0,0,1514.78076180164,0,0,2,8,77.914612486,91.894135445,57.959924243,77.899523511,0.09650271,353,0.09815478,"Deep"
"144","Deep",1999,14.7070067770257,12.4561034858243,14.7070067770257,11.4721371899563,0,0,1536.52448759464,0,0,2,9,88.68589681,113.6929086,46.181669677,83.514472439,0.104848,281,0.05114833,"Deep"
"145","Deep",2000,14.1217719213134,11.7408164399537,14.1217719213134,11.06697459754,0,0,1491.14627724402,0,0,2,7,74.722455517,112.56468215,33.905097296,59.528269236,0.1390637,394,0.03793534,"Deep"
"146","Deep",2001,14.5719525795537,13.036336334223,14.5719525795537,12.2985402554403,0,0,1629.80191998203,0,0,5,11,50.190978489,44.714134745,38.242732005,91.848776981,0.06725179,306,0.03745358,"Deep"
"147","Deep",2002,14.0317357896653,12.6311737418067,14.0317357896653,11.8258505642879,0,0,1646.18849594198,0,0,3,10,104.21721818,126.78470312,39.603628045,81.885637103,0.09771987,312,0.09781738,"Deep"
"148","Deep",2003,16.2376210150427,13.6365772118766,16.2376210150427,12.5204150084301,3,0,1718.03732899712,1,0,6,10,76.703487985,81.484050048,46.635050255,71.64575975,0.09410072,367,0.05932478,"Deep"
"149","Deep",2004,16.642783607459,14.7220127989671,16.642783607459,13.6137108927279,4,0,1828.64671672676,1,0,8,9,93.163742802,165.40759968,24.876888018,36.900669935,0.1192353,267,0.07007145,"Deep"
"150","Deep",2005,15.5173319618582,14.2868381626681,15.5173319618582,13.5236747610799,4,0,1921.92414911415,0,0,8,12,77.45436487,158.22432923,31.394401912,50.938746369,0.1168613,736,0.03758927,"Deep"
"151","Deep",2006,13.2214106048328,11.9008806739946,13.2214106048328,11.3917477866991,0,0,1602.70104435596,0,0,2,9,73.538135274,126.09381793,53.608862499,126.09381793,0.2209911,385,0.07401093,"Deep"
"152","Deep",2007,13.8516635263692,12.4911175370208,13.8516635263692,11.4174723957414,0,0,1568.98251305377,0,0,3,10,94.57111787,140.66187428,29.599271604,39.80113597,0.1068899,307,0.04515138,"Deep"
"153","Deep",2008,12.8162480124166,11.5757501985989,12.8162480124166,10.5717758734757,0,0,1450.81009026569,0,0,0,11,67.067311431,102.19883158,37.642734856,61.636371827,0.06689799,523,0.03411471,"Deep"
"154","Deep",2009,13.8516635263692,12.3060432664109,13.8516635263692,11.2277534040544,0,0,1547.8690401823,0,0,3,11,65.52930247,78.081840676,32.993180486,57.168134562,0.08764106,536,0.04194698,"Deep"
"155","Deep",2010,13.1763925390088,11.2706277524583,13.1763925390088,10.6553808528632,0,0,1437.25965245266,0,0,1,9,70.829722756,89.232562182,47.060765096,79.266869301,0.09799372,301,0.1062616,"Deep"
"156","Deshka",1980,18.1101359697609,14.5624187275379,18.1101359697609,13.9543025401887,5,1,1899.66656771728,2,0,6,9,80.422878408,101.60229418,105.49782763,140.58272315,0.1985549,658,0.05356676,"Deshka"
"157","Deshka",1981,16.0566653339723,14.3074125701524,16.1774577243128,14.0492108468848,5,0,1940.81650869328,2,0,8,11,112.46142963,159.30863018,117.99845585,180.74689205,0.1209975,380,0.07345195,"Deshka"
"158","Deshka",1982,15.6540240328373,14.7368966246964,15.8150805532913,13.9916906610084,6,0,1838.78720298566,0,0,8,10,114.0387117,197.15694805,77.761648458,119.90843872,0.1335746,543,0.04145163,"Deshka"
"159","Deshka",1983,17.1840609771504,14.5713663120075,17.6269664083989,14.658924817175,7,0,1923.9055740456,5,0,6,9,98.132701461,141.11963025,66.660769838,141.11963025,0.1000277,497,0.07139947,"Deshka"
"160","Deshka",1984,17.0632685868099,14.7145276635222,17.0632685868099,14.3741998970867,8,0,1996.62259303059,6,0,7,10,63.989547073,122.80831289,75.914129429,122.80831289,0.1644919,497,0.04350167,"Deshka"
"161","Deshka",1985,17.5061740180584,14.9292696907942,17.5061740180584,14.0003186888899,6,0,1817.93038358686,5,0,6,10,105.74702429,201.34800968,74.162975613,114.45072024,0.1490716,641,0.0805827,"Deshka"
"162","Deshka",1986,16.8216838061288,14.0121422826533,17.2645892373774,14.207391358045,5,0,1937.43432176374,5,0,5,11,132.04796648,137.56157435,79.50305785,136.22080701,0.1853568,277,0.06017491,"Deshka"
"163","Deshka",1987,18.67383379135,15.2290137705281,18.67383379135,14.4576041666075,6,1,1951.24491839267,1,0,8,10,88.572620689,121.77892516,65.16592803,106.71615807,0.1128271,398,0.03239102,"Deshka"
"164","Deshka",1988,18.7946261816905,16.0298225805633,18.7946261816905,15.4498273729759,8,2,2083.1502086445,5,0,8,11,89.696088034,115.76316155,73.153511501,115.76316155,0.08222212,339,0.03507498,"Deshka"
"165","Deshka",1989,18.5530414010095,16.146141178669,18.5530414010095,15.5073475588524,9,2,2097.24265418423,7,0,9,11,129.74670198,153.27705381,99.364822835,143.46133366,0.06941555,364,0.04572295,"Deshka"
"166","Deshka",1990,20.1636066055496,16.2579859845398,20.1636066055496,16.3902824120556,10,3,2155.3035298079,8,0,8,11,118.60175615,226.08558301,69.84044916,104.27510887,0.1907375,409,0.06522832,"Deshka"
"167","Deshka",1991,17.1035327169234,14.7950559237492,19.076475092485,14.9637818023201,5,2,2028.75336886116,4,0,8,11,84.535947773,104.23750466,64.165420173,106.84457018,0.05548937,320,0.04706177,"Deshka"
"168","Deshka",1992,18.0698718396474,15.1082213801876,18.0698718396474,14.949401755851,7,1,1771.70716221656,5,0,8,9,98.404324507,122.85116553,63.528415731,91.029227316,0.06376169,279,0.04327197,"Deshka"
"169","Deshka",1993,19.398588133393,16.3429880370017,19.398588133393,16.045161296797,8,3,2127.96418546083,7,0,8,10,161.00236848,248.13827742,73.649758003,155.58226122,0.1010461,298,0.06967734,"Deshka"
"170","Deshka",1994,18.7140979214635,15.9358729436318,18.7140979214635,15.4498273729759,8,2,2066.52112290763,6,0,7,10,85.532813973,130.62764666,59.888963903,85.447579947,0.1317976,345,0.04144294,"Deshka"
"171","Deshka",1995,17.7074946686259,15.6942881629508,17.7074946686259,15.1334663506556,8,0,2129.71633699481,4,0,10,13,69.644189179,117.7949971,87.892159751,126.34525456,0.08230542,352,0.04564257,"Deshka"
"172","Deshka",1996,18.995946832258,15.1887496404146,18.995946832258,14.9580297837324,5,1,2009.02394510555,4,0,8,10,81.330170473,116.06203834,69.056848889,116.06203834,0.06763054,207,0.06641604,"Deshka"
"173","Deshka",1997,20.7273044271386,16.92458102753,21.2104739885006,16.6376192113243,10,3,2237.6034117599,8,1,11,12,83.885995135,135.59797627,70.131519133,135.59797627,0.1654454,282,0.07003133,"Deshka"
"174","Deshka",1998,16.5398348953343,14.1239870885242,18.2711924902149,14.1412431442871,5,1,1899.94841662807,2,0,6,11,76.872128872,139.38334049,104.12573926,139.38334049,0.09650271,353,0.09815478,"Deshka"
"175","Deshka",1999,20.042814215209,15.5466530192013,20.042814215209,15.2427547038208,9,1,2047.6372458844,6,0,7,12,93.918433876,129.22174484,92.241711615,129.22174484,0.104848,281,0.05114833,"Deshka"
"176","Deshka",2000,17.1035327169234,14.423731168258,18.0698718396474,14.5122483431901,4,1,1895.15698514456,3,0,7,10,90.553893978,126.61910652,67.15786621,107.80590819,0.1390637,394,0.03793534,"Deshka"
"177","Deshka",2001,17.9893435794204,15.9671894892756,18.7946261816905,16.0336572596217,10,2,2109.64400625919,8,0,9,12,54.081497674,63.148057676,71.786065201,185.66597895,0.06725179,306,0.03745358,"Deshka"
"178","Deshka",2002,20.6870402970251,16.6606272856748,20.6870402970251,16.3385142447668,9,3,2246.34072799453,9,0,10,12,115.33160703,156.1621014,69.108295524,123.12409819,0.09771987,312,0.09781738,"Deshka"
"179","Deshka",2003,21.7741718100896,18.0117125405946,21.7741718100896,17.5867022782854,13,6,2404.45796695025,10,1,10,12,103.77500319,129.48071905,80.060566269,106.82377903,0.09410072,367,0.05932478,"Deshka"
"180","Deshka",2004,20.6870402970251,18.2264545678666,20.6870402970251,17.6442224641618,12,7,2289.46361134609,10,0,9,10,122.66180054,201.30123472,51.452933936,63.163645015,0.1192353,267,0.07007145,"Deshka"
"181","Deshka",2005,19.318059873166,16.870895520712,19.318059873166,16.6836353600254,11,5,2318.21220024713,10,0,8,13,106.75346977,221.21949453,55.308827848,93.894826602,0.1168613,736,0.03758927,"Deshka"
"182","Deshka",2006,17.2243251072639,15.0724310423089,17.2243251072639,14.5956526127109,7,0,2052.7105262787,4,0,8,12,110.26170022,210.95845867,98.72227006,210.95845867,0.2209911,385,0.07401093,"Deshka"
"183","Deshka",2007,18.0698718396474,15.9671894892756,18.0698718396474,15.6655280700126,9,1,2138.67444407103,5,0,10,11,99.386473618,179.05810833,67.95691127,103.63706381,0.1068899,307,0.04515138,"Deshka"
"184","Deshka",2008,16.3385142447668,14.4282049604929,16.3385142447668,13.9370464844258,2,0,1896.28438078774,1,0,10,11,77.370189858,106.90471683,62.132189835,102.81873465,0.06689799,523,0.03411471,"Deshka"
"185","Deshka",2009,20.5662479066846,16.0790342951465,20.5662479066846,15.3750511313366,7,2,2112.18064645634,4,0,10,11,72.484117417,86.685580693,53.628811231,86.685580693,0.08764106,536,0.04194698,"Deshka"
"186","Deshka",2010,17.5867022782854,15.1037475879527,17.5867022782854,14.7423290866958,8,0,2069.90330983716,1,0,9,11,86.5385376,131.84580292,82.068059473,124.53466725,0.09799372,301,0.1062616,"Deshka"
"187","EF Chulitna",1980,9.66479886433338,7.68812120240655,9.66479886433338,7.34929778404528,0,0,989.912633313395,0,0,0,0,77.459882601,120.18724746,98.466501501,124.67887545,0.1985549,658,0.05356676,"Chulitna"
"188","EF Chulitna",1981,8.52066891877926,7.54603970589982,8.58797068028244,7.40217773951206,0,0,1012.84010006548,0,0,0,0,96.57275786,178.77790225,128.32077396,199.25113252,0.1209975,380,0.07345195,"Chulitna"
"189","EF Chulitna",1982,8.29632971376865,7.78533485791114,8.38606539577289,7.37012928165341,0,0,955.99254551579,0,0,0,0,89.022184989,150.25257477,88.596623766,146.00801137,0.1335746,543,0.04145163,"Chulitna"
"190","EF Chulitna",1983,9.14881869280897,7.69310651807345,9.39559181832065,7.74189139281385,0,0,1003.41785345503,0,0,0,0,95.505060347,198.76698071,81.300316127,198.76698071,0.1000277,497,0.07139947,"Chulitna"
"191","EF Chulitna",1984,9.08151693130579,7.77287156874389,9.08151693130579,7.58325152641349,0,0,1043.93351387995,0,0,0,0,66.781370968,153.43878734,87.719160043,153.43878734,0.1644919,497,0.04350167,"Chulitna"
"192","EF Chulitna",1985,9.32829005681746,7.89251914474955,9.32829005681746,7.37493655033221,0,0,944.371774696241,0,0,0,0,113.04250339,224.79171603,78.859936365,131.35306618,0.1490716,641,0.0805827,"Chulitna"
"193","EF Chulitna",1986,8.94691340829942,7.38152428889204,9.1936865338111,7.49031099862338,0,0,1010.95565074339,0,0,0,0,109.89462373,175.27070396,100.14894766,175.27070396,0.1853568,277,0.06017491,"Chulitna"
"194","EF Chulitna",1987,9.97887375134824,8.05952721959078,9.97887375134824,7.62972179030854,0,0,1018.65048547525,0,0,0,0,67.853401854,90.967578079,65.549133562,114.14518325,0.1128271,398,0.03239102,"Chulitna"
"195","EF Chulitna",1988,10.0461755128514,8.50571297177855,10.0461755128514,8.18255768837041,0,0,1092.14400903673,0,0,0,1,81.354627368,128.68593847,83.413751876,128.68593847,0.08222212,339,0.03507498,"Chulitna"
"196","EF Chulitna",1989,9.91157198984505,8.57052207544828,9.91157198984505,8.21460614622907,0,0,1099.9958812121,0,0,0,0,107.05184425,162.55866851,103.66478615,162.55866851,0.06941555,364,0.04572295,"Chulitna"
"197","EF Chulitna",1990,10.8089288098875,8.63283852128456,10.8089288098875,8.70654997435948,0,0,1132.34559457463,0,0,0,1,119.36805227,207.01172695,98.279943544,164.27929586,0.1907375,409,0.06522832,"Chulitna"
"198","EF Chulitna",1991,9.10395085180685,7.81773940974601,10.2032129563588,7.91174821946474,0,0,1061.8357824398,0,0,0,0,78.011963119,124.26194726,71.191053656,124.26194726,0.05548937,320,0.04706177,"Chulitna"
"199","EF Chulitna",1992,9.64236494383232,7.99222545808759,9.64236494383232,7.90373610500008,0,0,918.617633961022,0,0,0,0,87.428348117,109.57312335,77.690275009,109.57312335,0.06376169,279,0.04327197,"Chulitna"
"200","EF Chulitna",1993,10.3826843203673,8.68019902012013,10.3826843203673,8.51425922720753,0,0,1117.11296255441,0,0,0,2,150.65773177,254.79418367,84.152620287,197.3212111,0.1010461,298,0.06967734,"Chulitna"
"201","EF Chulitna",1994,10.0013076718493,8.45336715727607,10.0013076718493,8.18255768837041,0,0,1082.87879986979,0,0,0,1,80.592411409,112.44162734,70.01458795,112.44162734,0.1317976,345,0.04144294,"Chulitna"
"202","EF Chulitna",1995,9.44045965932277,8.31876363426971,9.44045965932277,8.00629117014778,0,0,1121.06844474347,0,0,0,0,81.637921589,143.19122679,98.075090935,143.19122679,0.08230542,352,0.04564257,"Chulitna"
"203","EF Chulitna",1996,10.1583451153567,8.03709329908972,10.1583451153567,7.90854337367887,0,0,1050.84316139428,0,0,0,1,84.64261713,154.26340406,82.137770904,154.26340406,0.06763054,207,0.06641604,"Chulitna"
"204","EF Chulitna",1997,11.1230036969024,9.00424453846881,11.3922107429151,8.84435834315172,0,0,1178.2005280788,0,0,0,2,85.019354467,176.3079743,81.218804778,176.3079743,0.1654454,282,0.07003133,"Chulitna"
"205","EF Chulitna",1998,8.78987596479199,7.44384073472832,9.75453454633763,7.45345527208592,0,0,990.069670756902,0,0,0,0,90.48576654,185.1671319,119.85950267,185.1671319,0.09650271,353,0.09815478,"Chulitna"
"206","EF Chulitna",1999,10.7416270483843,8.23650592576582,10.7416270483843,8.06718324007924,0,0,1072.35729115479,0,0,0,1,89.28105505,162.05834151,105.21663434,162.05834151,0.104848,281,0.05114833,"Chulitna"
"207","EF Chulitna",2000,9.10395085180685,7.61084880956956,9.64236494383232,7.66016782527427,0,0,987.400034217276,0,0,0,0,97.303891968,146.39255867,80.507992567,146.39255867,0.1390637,394,0.03793534,"Chulitna"
"208","EF Chulitna",2001,9.5974971028302,8.47081576211024,10.0461755128514,8.5078495356358,0,0,1106.90552872643,0,0,0,0,53.750182076,106.38998805,88.054287357,202.77962659,0.06725179,306,0.03745358,"Chulitna"
"209","EF Chulitna",2002,11.1005697764013,8.85717772629518,11.1005697764013,8.67770636228669,0,0,1183.06868882753,0,0,0,2,104.2978293,181.04679021,92.668552015,181.04679021,0.09771987,312,0.09781738,"Chulitna"
"210","EF Chulitna",2003,11.7062856299299,9.60996039199745,11.7062856299299,9.37315789781958,0,0,1271.1666946352,0,0,0,4,93.160878298,132.9884727,88.427870642,142.63933331,0.09410072,367,0.05932478,"Chulitna"
"211","EF Chulitna",2004,11.1005697764013,9.72960796800312,11.1005697764013,9.40520635567824,0,0,1207.09541768417,0,0,0,4,100.49078109,172.75524355,54.332982694,82.798347024,0.1192353,267,0.07007145,"Chulitna"
"212","EF Chulitna",2005,10.3378164793652,8.97433264446739,10.3378164793652,8.86999710943864,0,0,1223.11323692193,0,0,0,3,99.500510598,209.6088581,67.167489038,100.15322438,0.1168613,736,0.03758927,"Chulitna"
"213","EF Chulitna",2006,9.17125261331003,7.97228419541999,9.17125261331003,7.70663808916933,0,0,1075.18396513793,0,0,0,0,103.20383262,254.69604126,111.74323439,254.69604126,0.2209911,385,0.07401093,"Chulitna"
"214","EF Chulitna",2007,9.64236494383232,8.47081576211024,9.64236494383232,8.30273940534038,0,0,1123.08038540769,0,0,0,0,93.637334117,171.33069248,86.889386048,149.46447517,0.1068899,307,0.04515138,"Chulitna"
"215","EF Chulitna",2008,8.67770636228669,7.61334146740301,8.67770636228669,7.33968324668768,0,0,988.028183991306,0,0,0,0,72.315197914,102.84731935,85.011998375,145.7883887,0.06689799,523,0.03411471,"Chulitna"
"216","EF Chulitna",2009,11.0332680148981,8.53313220794651,11.0332680148981,8.14089469315415,0,0,1108.318865718,0,0,0,2,69.630807211,130.60733903,61.834265429,130.60733903,0.08764106,536,0.04194698,"Chulitna"
"217","EF Chulitna",2010,9.37315789781958,7.98973280025414,9.37315789781958,7.7883616567089,0,0,1084.76324919188,0,0,0,0,83.925322482,124.0213698,91.218120273,145.14908048,0.09799372,301,0.1062616,"Chulitna"
"218","Kenai R",1980,12.0187003920145,10.8506603960889,12.0187003920145,10.5064082878104,0,0,1547.13415437388,0,0,0,7,163.21427787,170.21574562,122.25182573,140.35075603,0.1985549,658,0.05356676,"Kenai.Late"
"219","Kenai R",1981,12.1169467468119,11.1099216101378,12.1169467468119,10.6046546426079,0,0,1532.52000909775,0,0,0,9,191.88575792,225.00608544,131.05517649,225.00608544,0.1209975,380,0.07345195,"Kenai.Late"
"220","Kenai R",1982,11.1344831988371,10.6077735745062,11.1344831988371,10.1572828484408,0,0,1443.63161959474,0,0,0,8,170.67790234,300.46598094,67.02729633,79.900175932,0.1335746,543,0.04145163,"Kenai.Late"
"221","Kenai R",1983,13.2713414156823,12.1551536625665,13.2713414156823,11.9415068275307,0,0,1705.65464783961,0,0,2,9,172.42333068,192.67142731,69.333564935,148.2314747,0.1000277,497,0.07139947,"Kenai.Late"
"222","Kenai R",1984,12.387124222505,10.858847592322,12.387124222505,10.4502675136404,0,0,1520.14096839327,0,0,0,8,119.94361557,171.96758778,84.593161332,169.96347996,0.1644919,497,0.04350167,"Kenai.Late"
"223","Kenai R",1985,11.7485229163214,10.4003646032671,11.7485229163214,9.8555261872771,0,0,1406.1506352395,0,0,0,7,120.72642442,221.22923893,95.418931603,146.14087607,0.1490716,641,0.0805827,"Kenai.Late"
"224","Kenai R",1986,11.257291142334,10.2393497440157,11.257291142334,9.96079013884582,0,0,1426.78236974697,0,0,0,7,208.10428106,204.22893547,83.548069495,156.10232927,0.1853568,277,0.06017491,"Kenai.Late"
"225","Kenai R",1987,12.5590553434006,11.0307787132176,12.5590553434006,10.5906194490654,0,0,1524.26731529477,0,0,0,8,178.6941736,221.64746706,64.070452712,76.850721513,0.1128271,398,0.03239102,"Kenai.Late"
"226","Kenai R",1988,11.9941388033151,11.3582665625425,11.9941388033151,10.9344816908566,0,0,1576.01858268434,0,0,0,9,151.62572303,173.0136052,83.408260397,173.0136052,0.08222212,339,0.03507498,"Kenai.Late"
"227","Kenai R",1989,12.2397546903088,11.5984243187141,12.2397546903088,11.2337821931503,0,0,1592.2266820949,0,0,0,10,198.33498344,254.41273234,110.78694547,160.0030797,0.06941555,364,0.04572295,"Kenai.Late"
"228","Kenai R",1990,11.9450156259163,11.3446212354873,11.9450156259163,11.0257104488828,0,0,1601.46438857689,0,0,0,9,178.42496431,368.15306115,77.175811161,117.88313096,0.1907375,409,0.06522832,"Kenai.Late"
"229","Kenai R",1991,11.5520302067264,10.6837325617802,11.5520302067264,10.4061151339546,0,0,1556.04591747363,0,0,0,10,150.18958898,203.49863969,83.875388736,135.35699606,0.05548937,320,0.04706177,"Kenai.Late"
"230","Kenai R",1992,11.9450156259163,11.3623601606591,11.9450156259163,10.963429277538,0,0,1468.10314913554,0,0,0,9,150.50224173,207.77194137,72.714371034,142.31660476,0.06376169,279,0.04327197,"Kenai.Late"
"231","Kenai R",1993,13.1239718834861,11.8194786170085,13.1239718834861,11.3029055213471,0,0,1632.22859714247,0,0,2,10,210.63748005,278.52851626,82.138886803,191.03756335,0.1010461,298,0.06967734,"Kenai.Late"
"232","Kenai R",1994,12.5344937547012,11.3482599893687,12.5344937547012,11.0122600550712,0,0,1581.23382668484,0,0,0,8,141.20632418,203.68719105,61.272376809,77.809121879,0.1317976,345,0.04144294,"Kenai.Late"
"233","Kenai R",1995,12.0678235694132,11.5279234622622,12.0678235694132,11.1102140100032,0,0,1673.53218341895,0,0,0,12,120.67156061,224.35689952,101.03175865,131.75930615,0.08230542,352,0.04564257,"Kenai.Late"
"234","Kenai R",1996,11.8222076824195,11.0853600214384,11.8222076824195,10.7485153764185,0,0,1538.02180496641,0,0,0,9,122.85202322,157.17075649,62.435391176,115.75646924,0.06763054,207,0.06641604,"Kenai.Late"
