"","Site","Year","maxWkJA","meanWkJA","maxWkJJA","meanWkJJA","wksGT15","wksGT18","cumDD","wksGT16","wksGT21","wksGT13","wksGT10","ASON_avg","ASON_max","MJJA_avg","MJJA_max","RB_ASON","MDIS_MJJA","RB_MJ","Population"
"349","NF Campbell",1987,13.1283625885452,11.0296099158811,13.1283625885452,10.2127783007711,0,0,1412.5703680889,0,0,1,6,77.462316953,97.79841662,44.634747013,67.981167951,0.1128271,398,0.03239102,"Campbell"
"350","NF Campbell",1988,12.5755204211117,11.1627015487817,12.5755204211117,10.7327131963335,0,0,1479.21856271838,0,0,0,7,78.98317402,110.05820457,53.960940372,110.05820457,0.08222212,339,0.03507498,"Campbell"
"351","NF Campbell",1989,13.0055087735599,11.845222743144,13.0055087735599,11.2372913650228,0,0,1548.66168163877,0,0,1,9,104.45332127,129.9377005,75.901715205,113.70542501,0.06941555,364,0.04572295,"Campbell"
"352","NF Campbell",1990,12.6983742360969,11.4527730563857,12.6983742360969,11.309687363139,0,0,1544.14680393806,0,0,0,8,94.453859078,199.38285761,46.723169641,75.827708234,0.1907375,409,0.06522832,"Campbell"
"353","NF Campbell",1991,11.7462571699615,10.7497762261925,12.6676607823506,10.5155252019846,0,0,1479.64855107083,0,0,0,8,79.286398165,101.54907193,54.990986856,93.604915326,0.05548937,320,0.04706177,"Campbell"
"354","NF Campbell",1992,12.3912396986339,11.2377788801616,12.3912396986339,10.9674517356802,0,0,1351.51202204125,0,0,0,7,81.199561276,95.077794127,47.6923594,88.618858149,0.06376169,279,0.04327197,"Campbell"
"355","NF Campbell",1993,13.9883392934417,12.2649732776768,13.9883392934417,11.7901335324562,0,0,1606.28012086683,0,0,4,9,119.78549953,161.99104338,55.266623885,133.39010222,0.1010461,298,0.06967734,"Campbell"
"356","NF Campbell",1994,13.0976491347989,11.664354626638,13.0976491347989,11.3118811812638,0,0,1531.67714171706,0,0,1,8,68.704642705,105.50727645,37.916776427,45.618855508,0.1317976,345,0.04144294,"Campbell"
"357","NF Campbell",1995,12.6369473286043,11.6131655370609,12.6369473286043,11.1012746412891,0,0,1602.84021404725,0,0,0,11,59.635507814,107.61854591,67.321325596,103.92663256,0.08230542,352,0.04564257,"Campbell"
"358","NF Campbell",1996,13.2819298572767,11.5141999638783,13.2819298572767,11.2131593656507,0,0,1517.7025202625,0,0,1,8,68.1594957,86.267697051,46.920338809,86.267697051,0.06763054,207,0.06641604,"Campbell"
"359","NF Campbell",1997,13.7119182097249,11.9305378924393,13.7119182097249,11.5027433581158,0,0,1566.07620991292,0,0,2,9,78.619873382,123.74801573,59.137679509,123.74801573,0.1654454,282,0.07003133,"Campbell"
"360","NF Campbell",1998,11.9305378924393,10.2788366020826,12.4526666061265,10.2083906645216,0,0,1410.85041467911,0,0,0,6,57.667423898,108.76326177,71.797789437,108.76326177,0.09650271,353,0.09815478,"Campbell"
"361","NF Campbell",1999,13.4662105797545,11.2207158503025,13.4662105797545,10.7371008325829,0,0,1460.51406938688,0,0,1,8,87.167254899,120.92191445,69.429379788,120.92191445,0.104848,281,0.05114833,"Campbell"
"362","NF Campbell",2000,11.9305378924393,10.4460542947013,12.299099337395,10.2566546632658,0,0,1377.52631736437,0,0,0,7,70.694247068,96.511868425,51.02884607,87.026999044,0.1390637,394,0.03793534,"Campbell"
"363","NF Campbell",2001,12.3298127911413,11.3503948772314,12.7905145973358,11.3206564537627,0,0,1509.7477357422,0,0,0,8,40.283323298,41.606086867,57.362073898,164.86771984,0.06725179,306,0.03745358,"Campbell"
"364","NF Campbell",2002,13.3433567647693,11.5346755997092,13.3433567647693,10.8599546475682,0,0,1502.43793375058,0,0,1,9,102.91180122,127.26408445,52.543223266,110.79568884,0.09771987,312,0.09781738,"Campbell"
"365","NF Campbell",2003,14.6640352758603,12.2786237015641,14.6640352758603,11.6036589918537,0,0,1589.51057512135,0,0,4,9,90.739199104,111.47352009,52.869180973,85.144420603,0.09410072,367,0.05932478,"Campbell"
"366","NF Campbell",2004,14.4490410996362,12.9099558063492,14.4490410996362,12.1630826136613,0,0,1600.04528975634,0,0,5,9,106.54794844,199.33412229,34.480930748,42.524400847,0.1192353,267,0.07007145,"Campbell"
"367","NF Campbell",2005,13.9269123859491,12.0533917074246,13.9269123859491,11.6102404462279,0,0,1643.04412500116,0,0,3,8,83.608958674,159.06832634,43.523443977,89.548276105,0.1168613,736,0.03758927,"Campbell"
"368","NF Campbell",2006,12.5448069673654,10.7668392560516,12.5448069673654,10.4628735669909,0,0,1473.1987257841,0,0,0,7,93.535362181,193.12074959,79.081528339,193.12074959,0.2209911,385,0.07401093,"Campbell"
"369","NF Campbell",2007,12.3912396986339,11.5073747519347,12.3912396986339,10.8314350119466,0,0,1502.65292792681,0,0,0,10,85.705064878,139.54867956,46.963344113,68.7633641,0.1068899,307,0.04515138,"Campbell"
"370","NF Campbell",2008,11.3776957250059,10.4221660528986,11.3776957250059,9.79814667519596,0,0,1340.54731905382,0,0,0,7,66.030452225,101.69685976,47.72976476,99.680091271,0.06689799,523,0.03411471,"Campbell"
"371","NF Campbell",2009,12.8212280510821,11.2992057876542,12.8212280510821,10.6800615613398,0,0,1488.46331229602,0,0,0,8,64.502839057,83.71658015,44.931888255,83.71658015,0.08764106,536,0.04194698,"Campbell"
"372","NF Campbell",2010,11.6848302624689,10.8180283456288,11.9305378924393,10.5923088363504,0,0,1474.27369666522,0,0,0,7,72.584986215,112.32767063,65.210942405,113.20534591,0.09799372,301,0.1062616,"Campbell"
"373","Ninilchik",1980,12.7255265058451,11.0718498002131,12.7255265058451,10.4953739921162,0,0,1495.34484502484,0,0,0,8,70.176659977,73.364996958,54.865318287,63.036878365,0.1985549,658,0.05356676,"Ninilchik"
"374","Ninilchik",1981,13.8174923739663,12.2626767757361,13.8174923739663,11.3157927925035,0,0,1580.55862591859,0,0,1,10,77.492021419,95.293666511,58.683249137,95.293666511,0.1209975,380,0.07345195,"Ninilchik"
"375","Ninilchik",1982,12.9681855876498,11.3324836288181,12.9681855876498,10.5271507766383,0,0,1442.12161974901,0,0,0,9,71.998732196,137.05106723,31.627108684,39.269179732,0.1335746,543,0.04145163,"Ninilchik"
"376","Ninilchik",1983,13.7366060133647,12.3390694496376,13.7366060133647,11.7953333589271,0,0,1617.36191999231,0,0,3,9,75.446056445,96.595886321,32.169174721,63.147736388,0.1000277,497,0.07139947,"Ninilchik"
"377","Ninilchik",1984,14.3028105375757,12.5457790378416,14.3028105375757,11.8184437476704,0,0,1654.44831632813,0,0,3,9,52.290305208,79.714862563,39.116839627,79.714862563,0.1644919,497,0.04350167,"Ninilchik"
"378","Ninilchik",1985,13.0086287679506,11.2965341352174,13.0086287679506,10.1920501398603,0,0,1383.51945149318,0,0,1,8,58.177007239,98.172212029,44.878535172,66.055332331,0.1490716,641,0.0805827,"Ninilchik"
"379","Ninilchik",1986,12.7255265058451,11.4088763027196,12.7255265058451,10.8506962190445,0,0,1478.35870929851,0,0,0,9,90.41941057,96.252190542,40.81607959,72.968175011,0.1853568,277,0.06017491,"Ninilchik"
"380","Ninilchik",1987,14.5050264390796,12.5997032782427,14.5050264390796,11.5728958672728,0,0,1562.15697888174,0,0,5,10,77.586495419,103.15226035,29.913685434,33.429584458,0.1128271,398,0.03239102,"Ninilchik"
"381","Ninilchik",1988,13.9792650951694,12.4648926772401,13.9792650951694,11.6797814152106,0,0,1581.97413722912,0,0,2,9,63.085220031,79.714718805,39.528642807,79.714718805,0.08222212,339,0.03507498,"Ninilchik"
"382","Ninilchik",1989,15.7992082087046,13.183882549254,15.7992082087046,12.0408812393247,1,0,1687.57128099446,0,0,5,11,84.375104027,111.46232254,49.043688369,75.630938929,0.06941555,364,0.04572295,"Ninilchik"
"383","Ninilchik",1990,13.6961628330639,12.6086906516428,13.6961628330639,12.0004380590239,0,0,1681.90923575236,0,0,3,10,77.322658165,142.92618654,39.044503447,58.805942751,0.1907375,409,0.06522832,"Ninilchik"
"384","Ninilchik",1991,12.7659696861459,11.8312828525278,12.7659696861459,11.1164656895925,0,0,1588.48548925755,0,0,0,11,62.891375341,86.979779569,39.335665559,59.556647836,0.05548937,320,0.04706177,"Ninilchik"
"385","Ninilchik",1992,13.3726173906576,12.5188169176411,13.3726173906576,12.029326044953,0,0,1516.57751468275,0,0,4,9,60.67778263,84.022237851,35.164936552,67.895796394,0.06376169,279,0.04327197,"Ninilchik"
"386","Ninilchik",1993,15.1116741435913,13.3636300172575,15.1116741435913,12.4366466465538,1,0,1748.72136960925,0,0,6,11,89.041476762,122.19192444,36.78130387,85.921616167,0.1010461,298,0.06967734,"Ninilchik"
"387","Ninilchik",1994,14.8690150617866,12.6446401452436,14.8690150617866,12.0091044548027,0,0,1656.43003216286,0,0,4,9,61.202392906,80.396746389,29.701956407,32.541671238,0.1317976,345,0.04144294,"Ninilchik"
"388","Ninilchik",1995,13.5343901118608,12.2132462220352,13.5343901118608,11.6162278461665,0,0,1707.67154160396,0,0,2,12,55.808399178,96.663957613,47.983344794,68.063847505,0.08230542,352,0.04564257,"Ninilchik"
"389","Ninilchik",1996,13.857935554267,12.2806515225365,13.857935554267,11.4862319094854,0,0,1555.92872911542,0,0,1,10,51.067604959,74.451493011,29.573069462,52.938100651,0.06763054,207,0.06641604,"Ninilchik"
"390","Ninilchik",1997,14.8285718814858,13.6781880862636,14.8285718814858,12.7746360819246,0,0,1802.22769714719,0,0,7,12,69.440493405,87.842130418,38.027048886,75.344251389,0.1654454,282,0.07003133,"Ninilchik"
"391","Ninilchik",1998,13.5748332921616,11.5077374101215,13.5748332921616,10.9980249472831,0,0,1510.34926491643,0,0,2,7,65.986617227,80.667270559,52.595677928,72.198800922,0.09650271,353,0.09815478,"Ninilchik"
"392","Ninilchik",1999,14.1410378163725,12.1188788013334,14.1410378163725,11.234906431902,0,0,1529.88332100171,0,0,1,9,76.543239628,100.48173561,42.488074985,76.884059578,0.104848,281,0.05114833,"Ninilchik"
"393","Ninilchik",2000,13.6152764724623,11.4762816032209,13.6152764724623,10.8709178091949,0,0,1489.11659525852,0,0,1,7,62.689077915,86.488630255,31.312512293,54.58711983,0.1390637,394,0.03793534,"Ninilchik"
"394","Ninilchik",2001,14.0197082754702,12.6401464585435,14.0197082754702,11.9773276702806,0,0,1613.68159058494,0,0,4,9,42.931920751,39.682531521,34.819572313,84.795081866,0.06725179,306,0.03745358,"Ninilchik"
"395","Ninilchik",2002,13.5343901118608,12.2761578358364,13.5343901118608,11.5526742771224,0,0,1628.40290821442,0,0,2,10,90.118793227,113.25596549,36.131972508,74.699335568,0.09771987,312,0.09781738,"Ninilchik"
"396","Ninilchik",2003,15.5161059465992,13.1793888625539,15.5161059465992,12.1766547731916,1,0,1692.95022397447,0,0,5,10,66.344066167,66.350674751,42.042941594,64.801966149,0.09410072,367,0.05932478,"Ninilchik"
"397","Ninilchik",2004,15.8800945693062,14.1545188764728,15.8800945693062,13.1588462947821,2,0,1792.3191179735,0,0,8,9,80.568493625,149.52798783,22.78516779,32.159867357,0.1192353,267,0.07007145,"Ninilchik"
"398","Ninilchik",2005,14.8690150617866,13.7635681335652,14.8690150617866,13.0779599341805,0,0,1876.11738755672,0,0,7,12,68.003487709,141.89007414,28.86408627,47.69330006,0.1168613,736,0.03758927,"Ninilchik"
"399","Ninilchik",2006,12.8064128664467,11.6200795776237,12.8064128664467,11.1626864670791,0,0,1589.33479604386,0,0,0,8,65.953355104,116.50111242,49.510849803,116.50111242,0.2209911,385,0.07401093,"Ninilchik"
"400","Ninilchik",2007,13.3726173906576,12.150334608234,13.3726173906576,11.1857968558224,0,0,1559.04285399858,0,0,1,10,79.434359814,110.72165671,27.507466444,37.426880845,0.1068899,307,0.04515138,"Ninilchik"
"401","Ninilchik",2008,12.4424242437396,11.327989942118,12.4424242437396,10.4260428258863,0,0,1452.87950570902,0,0,0,11,57.841582743,90.936413049,33.925280302,56.330857704,0.06689799,523,0.03411471,"Ninilchik"
"402","Ninilchik",2009,13.3726173906576,11.9840682003307,13.3726173906576,11.0153577388406,0,0,1540.07500243751,0,0,2,11,55.845987212,60.264172857,29.963913117,52.363107959,0.08764106,536,0.04194698,"Ninilchik"
"403","Ninilchik",2010,12.7659696861459,11.0538750534127,12.7659696861459,10.501151589302,0,0,1440.70610843849,0,0,0,9,60.128752847,72.067968736,43.097984427,72.066712694,0.09799372,301,0.1062616,"Ninilchik"
"404","Theodore",1980,12.8158411923074,11.0243912508212,12.8158411923074,10.5262584864794,0,0,1441.04550853774,0,0,0,6,126.00985828,147.24477539,126.09256721,147.20371555,0.1985549,658,0.05356676,"Theodore"
"405","Theodore",1981,12.6878804822012,11.2909760635424,12.6878804822012,10.9444158070049,0,0,1525.91544951564,0,0,0,8,164.60480216,228.21933363,134.31013903,228.21933363,0.1209975,380,0.07345195,"Theodore"
"406","Theodore",1982,11.6002144462989,10.9390841107505,11.6002144462989,10.450853068024,0,0,1406.11223467876,0,0,0,9,164.19377391,282.76423753,81.774995816,101.82905663,0.1335746,543,0.04145163,"Theodore"
"407","Theodore",1983,13.3596742102586,11.7352840847443,13.3596742102586,11.4951038629974,0,0,1539.35132407679,0,0,1,8,146.34045251,188.70252331,80.577784357,188.70252331,0.1000277,497,0.07139947,"Theodore"
"408","Theodore",1984,14.0634581158424,12.3395429935789,14.0634581158424,12.1806076671376,0,0,1695.65533147146,0,0,6,8,98.210645804,177.96954823,92.152388801,177.96954823,0.1644919,497,0.04350167,"Theodore"
"409","Theodore",1985,13.0077822574666,11.5006894495497,13.0077822574666,10.7022044628754,0,0,1451.79420818665,0,0,1,8,140.36639301,255.92238996,94.312811354,165.38687817,0.1490716,641,0.0805827,"Theodore"
"410","Theodore",1986,13.1997233226259,11.2269957084893,13.1997233226259,10.96955094649,0,0,1508.67274382884,0,0,1,7,189.42152779,197.62601789,89.570728279,169.1239068,0.1853568,277,0.06017491,"Theodore"
"411","Theodore",1987,13.8715170506832,11.6855215863697,13.8715170506832,10.8347351983425,0,0,1503.0744627617,0,0,1,10,136.49184228,181.34591034,71.535670673,89.610218025,0.1128271,398,0.03239102,"Theodore"
"412","Theodore",1988,13.2956938552055,11.8241456889847,13.2956938552055,11.3762832036132,0,0,1572.49314799428,0,0,1,9,132.36057787,172.89256984,91.20413359,172.89256984,0.08222212,339,0.03507498,"Theodore"
"413","Theodore",1989,13.743556340577,12.5350385229078,13.743556340577,11.9018361201206,0,0,1644.82293938179,0,0,4,10,186.71084939,224.65496845,119.5188799,194.58292988,0.06941555,364,0.04572295,"Theodore"
"414","Theodore",1990,13.4236545653116,12.126275143402,13.4236545653116,11.977241538576,0,0,1640.12038328539,0,0,3,9,165.4270614,321.55411333,80.795698938,135.69264313,0.1907375,409,0.06522832,"Theodore"
"415","Theodore",1991,12.4319590619889,11.3940555244612,13.3916643877851,11.1500669482469,0,0,1572.94101047966,0,0,0,8,127.89478836,160.2703178,79.567122957,146.55047692,0.05548937,320,0.04706177,"Theodore"
"416","Theodore",1992,13.1037527900462,11.9023439007162,13.1037527900462,11.6207795604231,0,0,1439.47798983893,0,0,1,8,136.23635871,146.91544099,76.884988001,140.30786224,0.06376169,279,0.04327197,"Theodore"
"417","Theodore",1993,14.7672420214263,12.9722376157705,14.7672420214263,12.4776593155983,0,0,1704.83651242157,0,0,5,10,215.3115453,316.09709916,91.66928915,215.7800981,0.1010461,298,0.06967734,"Theodore"
"418","Theodore",1994,13.8395268731566,12.3466519219182,13.8395268731566,11.9795265512565,0,0,1627.13237120961,0,0,3,8,119.58932727,162.27310202,68.392931476,94.90440371,0.1317976,345,0.04144294,"Theodore"
"419","Theodore",1995,13.3596742102586,12.293334959374,13.3596742102586,11.7601653339316,0,0,1701.2536125386,0,0,3,11,103.2014221,173.11434354,102.81218755,130.77786456,0.08230542,352,0.04564257,"Theodore"
"420","Theodore",1996,14.0314679383159,12.1902554984551,14.0314679383159,11.8767009806355,0,0,1612.57684043504,0,0,3,9,113.69058684,152.32020428,77.164737163,152.32020428,0.06763054,207,0.06641604,"Theodore"
"421","Theodore",1997,14.4793304236874,12.6239001271482,14.4793304236874,12.1783226544571,0,0,1662.96137003933,0,0,3,10,124.89329861,187.90924737,89.175502918,187.90924737,0.1654454,282,0.07003133,"Theodore"
"422","Theodore",1998,12.6239001271482,10.9035394690543,13.1677331450993,10.8301651729816,0,0,1501.28301282021,0,0,0,7,111.44519204,191.54118492,122.80961663,191.54118492,0.09650271,353,0.09815478,"Theodore"
"423","Theodore",1999,14.2234090034751,11.8845715798682,14.2234090034751,11.3808532289741,0,0,1553.01112988062,0,0,2,9,145.67658777,186.43038585,106.42227255,186.43038585,0.104848,281,0.05114833,"Theodore"
"424","Theodore",2000,12.6239001271482,11.0777082133655,13.0077822574666,10.8804354519518,0,0,1466.57367020392,0,0,0,7,124.97836334,174.09018237,76.755416601,104.71598544,0.1390637,394,0.03793534,"Theodore"
"425","Theodore",2001,13.0397724349932,12.0196412183136,13.5196250978912,11.9886666019783,0,0,1604.29138445566,0,0,2,8,81.318032785,80.337221508,74.789466144,172.78849296,0.06725179,306,0.03745358,"Theodore"
"426","Theodore",2002,14.0954482933689,12.2115822834728,14.0954482933689,11.5088139390802,0,0,1596.67772220435,0,0,3,10,176.61747627,223.84460721,81.167248509,171.1276496,0.09771987,312,0.09781738,"Theodore"
"427","Theodore",2003,15.4710259270101,12.9864554724489,15.4710259270101,12.2834332377586,1,0,1687.36987549208,0,0,4,10,146.94184611,154.33504528,92.11153117,139.19516125,0.09410072,367,0.05932478,"Theodore"
"428","Theodore",2004,15.2470946843243,13.6440313438278,15.2470946843243,12.8661114712777,1,0,1698.34250638369,0,0,8,9,172.86846746,310.8584423,60.484748279,76.611404115,0.1192353,267,0.07007145,"Theodore"
"429","Theodore",2005,14.7032616663732,12.7518608372543,14.7032616663732,12.2902882758,0,0,1743.12875492084,0,0,4,10,149.05356968,301.16567722,70.063636534,134.31472774,0.1168613,736,0.03758927,"Theodore"
"430","Theodore",2006,13.2637036776789,11.4118278453093,13.2637036776789,11.0952266439157,0,0,1566.22307319908,0,0,1,8,160.99483492,296.85731394,122.94948386,296.85731394,0.2209911,385,0.07401093,"Theodore"
"431","Theodore",2007,13.1037527900462,12.1831465701159,13.1037527900462,11.4791087742342,0,0,1596.90165344703,0,0,2,10,146.53240145,249.35974692,75.430316047,117.14603616,0.1068899,307,0.04515138,"Theodore"
"432","Theodore",2008,12.0480769316705,11.0528269641782,12.0480769316705,10.4028678017342,0,0,1428.05749646196,0,0,0,9,113.73037841,164.98704564,69.540845672,101.69995918,0.06689799,523,0.03411471,"Theodore"
"433","Theodore",2009,13.5516152754178,11.9663242557693,13.5516152754178,11.3214428992819,0,0,1582.12219142977,0,0,2,10,109.12906946,122.8335781,67.613296345,122.8335781,0.08764106,536,0.04194698,"Theodore"
"434","Theodore",2010,12.3679787069359,11.4651448078535,12.6239001271482,11.2300423920633,0,0,1567.34272941251,0,0,0,10,119.20323177,156.19132226,94.981030704,152.15900882,0.09799372,301,0.1062616,"Theodore"
"435","Willow",1980,13.1453950073587,10.7659978038287,13.1453950073587,10.3581440046648,0,0,1434.94983719394,0,0,1,6,89.628715099,120.76911143,118.92359268,135.5977382,0.1985549,658,0.05356676,"Willow"
"436","Willow",1981,11.7681651001452,10.5949692532597,11.849178624099,10.4217974877713,0,0,1462.54844435418,0,0,0,8,124.17964035,200.31640942,135.82909175,209.2564589,0.1209975,380,0.07345195,"Willow"
"437","Willow",1982,11.4981200202995,10.8830173384285,11.6061380522378,10.3832196192219,0,0,1394.11902112126,0,0,0,8,115.10832632,191.22014512,83.244192308,130.49275018,0.1335746,543,0.04145163,"Willow"
"438","Willow",1983,12.5242913237134,10.7719988056031,12.8213409115437,10.8307228943949,0,0,1451.20655100066,0,0,0,6,104.12057004,164.83025079,74.204441845,164.83025079,0.1000277,497,0.07139947,"Willow"
"439","Willow",1984,12.4432777997597,10.8680148339927,12.4432777997597,10.6397624450754,0,0,1499.9766924208,0,0,0,7,73.472487034,147.75237357,85.854778746,147.75237357,0.1644919,497,0.04350167,"Willow"
"440","Willow",1985,12.74032738759,11.0120388765771,12.74032738759,10.3890062995043,0,0,1380.13068598525,0,0,0,6,99.602313695,180.02222795,85.082173689,139.75693802,0.1490716,641,0.0805827,"Willow"
"441","Willow",1986,12.2812507518522,10.3969361947062,12.5783003396825,10.5278866262822,0,0,1460.28006568348,0,0,0,5,137.89165787,143.50040446,86.960227637,145.77523805,0.1853568,277,0.06017491,"Willow"
"442","Willow",1987,13.5234581191427,11.2130724360178,13.5234581191427,10.695700354472,0,0,1469.54261192218,0,0,1,8,92.794902998,115.47179962,71.625365737,108.16725088,0.1128271,398,0.03239102,"Willow"
"443","Willow",1988,13.6044716430965,11.7501620948222,13.6044716430965,11.3611685869491,0,0,1558.00938007966,0,0,2,8,100.88488344,143.53735494,81.093800441,143.53735494,0.08222212,339,0.03507498,"Willow"
"444","Willow",1989,13.442444595189,11.8281751178887,13.442444595189,11.3997464554985,0,0,1567.46095787426,0,0,1,8,137.49531852,171.19120549,117.05915071,171.19120549,0.06941555,364,0.04572295,"Willow"
"445","Willow",1990,14.5226249145721,11.9031876400681,14.5226249145721,11.9919167377317,0,0,1606.40145838802,0,0,2,8,121.1714369,243.2004232,73.37933916,112.70452154,0.1907375,409,0.06522832,"Willow"
"446","Willow",1991,12.4702823077442,10.9220238499618,13.7935031989885,11.0351855977067,0,0,1521.52628979249,0,0,0,8,94.239569288,121.91651793,74.779171452,122.9894404,0.05548937,320,0.04706177,"Willow"
"447","Willow",1992,13.1183904993741,11.1320589120641,13.1183904993741,11.0255411305694,0,0,1349.12951081896,0,0,1,7,105.98222916,123.85296092,69.630805836,115.69821568,0.06376169,279,0.04327197,"Willow"
"448","Willow",1993,14.0095392628651,11.9601971569244,14.0095392628651,11.7604495264353,0,0,1588.06539746649,0,0,4,8,163.5613606,225.06553389,83.193016966,187.20846578,0.1010461,298,0.06967734,"Willow"
"449","Willow",1994,13.5504626271273,11.6871515761915,13.5504626271273,11.3611685869491,0,0,1546.85651828203,0,0,2,7,86.433471015,129.62955626,59.799308089,74.535701827,0.1317976,345,0.04144294,"Willow"
"450","Willow",1995,12.8753499275129,11.525124528284,12.8753499275129,11.1489903099274,0,0,1582.24602190175,0,0,0,9,75.019677821,127.68875454,100.29261172,145.04268019,0.08230542,352,0.04564257,"Willow"
"451","Willow",1996,13.7394941830194,11.1860679280333,13.7394941830194,11.0313278108518,0,0,1508.29408088005,0,0,2,8,88.770381292,128.20307477,72.653547247,128.20307477,0.06763054,207,0.06641604,"Willow"
"452","Willow",1997,14.9006880263562,12.3502622722572,15.2247421221711,12.1578015724941,1,0,1661.5986727085,0,0,3,9,96.151707135,173.3675791,86.92703484,173.3675791,0.1654454,282,0.07003133,"Willow"
"453","Willow",1998,12.0922191959602,10.4719487168855,13.253413039297,10.4835220774504,0,0,1435.13886874983,0,0,0,5,74.367809533,152.64801421,110.31296147,152.64801421,0.09650271,353,0.09815478,"Willow"
"454","Willow",1999,14.4416113906184,11.4261079990073,14.4416113906184,11.2222882601713,0,0,1534.19140403726,0,0,1,7,105.57006326,160.50058788,104.21713338,160.50058788,0.104848,281,0.05114833,"Willow"
"455","Willow",2000,12.4702823077442,10.6729822763263,13.1183904993741,10.732349329594,0,0,1431.92533229967,0,0,0,7,90.6269131,118.67525627,75.184522964,116.83523635,0.1390637,394,0.03793534,"Willow"
"456","Willow",2001,13.0643814834049,11.7081550824017,13.6044716430965,11.7527339527255,0,0,1575.77834633351,0,0,1,9,51.836614123,62.311426671,84.36171304,231.97478635,0.06725179,306,0.03745358,"Willow"
"457","Willow",2002,14.8736835183716,12.1732327199139,14.8736835183716,11.9571966560373,0,0,1667.45865094115,0,0,3,10,127.43755897,155.20778397,78.279389931,154.0891166,0.09771987,312,0.09781738,"Willow"
"458","Willow",2003,15.6028052339552,13.0793839878408,15.6028052339552,12.7943364035592,1,0,1773.50535379659,0,0,4,10,114.75829974,140.37877326,81.365546227,117.86710384,0.09410072,367,0.05932478,"Willow"
"459","Willow",2004,14.8736835183716,13.2234080304252,14.8736835183716,12.8329142721086,0,0,1696.38047899263,0,0,5,9,133.87756492,222.77238164,55.749348461,75.088648137,0.1192353,267,0.07007145,"Willow"
"460","Willow",2005,13.955530246896,12.3142562616111,13.955530246896,12.1886638673336,0,0,1715.66169769362,0,0,4,8,108.36449605,208.373289,61.668623554,120.92669967,0.1168613,736,0.03758927,"Willow"
"461","Willow",2006,12.551295831698,11.1080549049667,12.551295831698,10.7882872389906,0,0,1537.59397204332,0,0,0,7,123.78423409,265.37138344,114.75199558,265.37138344,0.2209911,385,0.07401093,"Willow"
"462","Willow",2007,13.1183904993741,11.7081550824017,13.1183904993741,11.5058355940093,0,0,1595.24859659039,0,0,2,9,102.77444719,176.16935757,71.290397685,105.11465984,0.1068899,307,0.04515138,"Willow"
"463","Willow",2008,11.9571966560373,10.6759827772135,11.9571966560373,10.3465706441,0,0,1432.68145852324,0,0,0,9,82.073767338,114.83710647,66.796552895,126.17735429,0.06689799,523,0.03411471,"Willow"
"464","Willow",2009,14.7926699944179,11.7831676045811,14.7926699944179,11.3110173578349,0,0,1577.47963033654,0,0,2,8,77.074277751,112.26952805,64.432373423,112.26952805,0.08764106,536,0.04194698,"Willow"
"465","Willow",2010,12.7943364035592,11.1290584111769,12.7943364035592,10.8866608037915,0,0,1549.12489695273,0,0,0,9,92.018089531,142.09177476,91.876175834,147.89798863,0.09799372,301,0.1062616,"Willow"
